,Unnamed: 0,turn_id,sentence_id_in_turn,word_id_in_sentence,position_in_turn,word,word_start,word_stop,text,lemma,n_chars,n_syllables,pos,stopword,mtw,duration,left_sentence,right_sentence,bidi_sentence,left_bigram,right_bigram,bidi_bigram,frequency,ends_with_punct
15,15,0,10,0,15,Yeah.,76.24,76.56,Yeah,yeah,4,1.0,INTJ,False,False,0.3200000000000074,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
16,16,0,11,0,16,Mhm.,83.94,84.36,Mhm,Mhm,3,2.0,PROPN,False,False,0.4200000000000017,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,41,True
17,17,0,12,0,17,Mhm.,98.24,98.45,Mhm,Mhm,3,2.0,PROPN,False,False,0.2100000000000079,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,41,True
18,18,0,13,0,18,Yeah.,99.84,101.24,Yeah,yeah,4,1.0,INTJ,False,False,1.3999999999999917,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
19,19,0,14,0,19,Oh.,103.24,103.96,Oh,oh,2,1.0,INTJ,False,False,0.7199999999999989,7.082287549972534,6.684614270925522,6.125568866729736,8.270770788192749,7.466586530208588,18.93868589401245,97,True
20,20,0,15,0,20,Oh,107.14,107.86,Oh,oh,2,1.0,INTJ,False,False,0.7199999999999989,4.739514350891113,3.7455484867095943,8.341572761535645,5.720973014831543,3.695709466934204,5.093222141265869,97,False
21,21,0,15,1,21,yeah.,117.64,117.84,yeah,yeah,4,1.0,INTJ,False,False,0.2000000000000028,5.19181364774704,6.129384130239487,4.853659629821777,5.581161558628082,6.56696742773056,12.741668939590454,247,True
22,22,0,16,0,22,Mhm.,123.94,124.15,Mhm,mhm,3,2.0,INTJ,False,False,0.2100000000000079,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,21,True
23,23,0,17,0,23,Yeah.,125.34,125.54,Yeah,yeah,4,1.0,INTJ,False,False,0.2000000000000028,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
24,24,0,18,0,24,Yeah.,127.24,128.26,Yeah,yeah,4,1.0,INTJ,False,False,1.019999999999996,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
25,25,0,19,0,25,Great.,132.65,133.14,Great,great,5,1.0,ADJ,False,False,0.4899999999999807,8.23533046245575,7.941338628530502,6.36987829208374,8.091594204306602,8.738521993160248,21.72619771957397,8,True
26,26,0,20,0,26,Really?,153.64,154.42,Really,really,6,2.0,ADV,True,False,0.7800000000000011,7.220063060522079,7.009057998657227,6.889357089996338,8.070821851491928,7.723515510559082,19.98705291748047,45,True
27,27,0,21,0,27,Yeah.,157.24,157.44,Yeah,yeah,4,1.0,INTJ,False,False,0.1999999999999886,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
28,28,0,22,0,28,Yeah.,160.84,161.04,Yeah,yeah,4,1.0,INTJ,False,False,0.1999999999999886,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
29,29,0,23,0,29,Yeah.,162.94,163.14,Yeah,yeah,4,1.0,INTJ,False,False,0.1999999999999886,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
30,30,0,24,0,30,Yeah.,163.64,163.99,Yeah,yeah,4,1.0,INTJ,False,False,0.3500000000000227,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
31,31,0,25,0,31,Yeah.,168.74,168.94,Yeah,yeah,4,1.0,INTJ,False,False,0.1999999999999886,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
32,32,0,26,0,32,Mhm.,173.14,173.56,Mhm,Mhm,3,2.0,PROPN,False,False,0.4200000000000159,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,41,True
33,33,0,27,0,33,Yeah.,174.54,174.74,Yeah,yeah,4,1.0,INTJ,False,False,0.200000000000017,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
34,34,0,28,0,34,Mhm.,181.24,181.56,Mhm,Mhm,3,2.0,PROPN,False,False,0.3199999999999932,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,41,True
35,35,0,29,0,35,Yeah.,183.84,184.02,Yeah,yeah,4,1.0,INTJ,False,False,0.1800000000000068,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
36,36,0,30,0,36,Mhm.,187.74,188.06,Mhm,Mhm,3,2.0,PROPN,False,False,0.3199999999999932,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,41,True
37,37,0,31,0,37,Yeah.,189.74,190.04,Yeah,yeah,4,1.0,INTJ,False,False,0.2999999999999829,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
38,38,1,0,0,0,Yeah,198.34,198.66,Yeah,yeah,4,1.0,INTJ,False,False,0.3199999999999932,4.003543376922607,10.44088649749756,8.525379180908203,5.226346015930176,11.951826095581056,3.9868531227111816,247,False
39,39,1,0,1,1,hey,200.74,201.01,hey,hey,3,1.0,INTJ,False,False,0.2699999999999818,18.462787628173828,12.340800285339355,11.843530654907228,17.41297721862793,12.872518539428713,9.25613021850586,2,False
40,40,1,0,2,2,I'm,201.01,201.16,I,I,1,1.0,PRON,True,True,0.1500000000000056,8.165642976760864,4.047814337245654,8.567268371582031,5.833770304918289,5.3894221492810175,17.325031280517578,424,False
41,41,1,0,3,3,gone.,201.16,201.76,gone,go,4,1.0,VERB,False,False,0.5999999999999943,7.4297623336315155,7.861547768115997,6.417344570159912,10.076651096343994,7.851575314998627,25.11721611022949,74,True
42,42,2,0,0,0,Oh,200.64,200.96,Oh,oh,2,1.0,INTJ,False,False,0.3200000000000216,4.739513397216797,5.593576431274414,7.882933616638184,5.720973014831543,8.43440055847168,5.093222141265869,97,False
43,43,2,0,1,1,"good,",202.14,203.21,good,good,4,1.0,ADJ,False,False,1.0700000000000216,11.661705017089844,9.068677015602589,6.436127185821533,9.95325779914856,9.317378282546995,14.150311470031738,31,True
44,44,2,0,2,2,how,203.21,203.29,how,how,3,1.0,SCONJ,True,False,0.079999999999984,6.139417171478272,2.036108493804932,9.735135078430176,5.76249885559082,5.241274833679199,5.4548187255859375,17,False
45,45,2,0,3,3,are,203.29,203.4,are,be,3,1.0,AUX,True,False,0.1100000000000136,1.9031672477722168,1.2918667793273926,9.60197925567627,3.9021964073181152,1.7106322050094604,5.134010314941406,259,False
46,46,2,0,4,4,you?,203.4,203.96,you,you,3,1.0,PRON,True,False,0.5600000000000023,0.3863242119550705,5.692212820053101,4.070239543914795,3.2566284835338597,5.829997777938843,16.197586059570312,163,True
47,47,3,0,0,0,Yeah,204.54,205.46,Yeah,yeah,4,1.0,INTJ,False,False,0.920000000000016,4.003543853759766,8.466961860656738,7.60576581954956,5.226346015930176,8.151529312133789,3.9868531227111816,247,False
48,48,3,1,0,1,yeah,212.44,212.76,yeah,yeah,4,1.0,INTJ,False,False,0.3199999999999932,11.056341171264648,9.867582321166992,11.225059509277344,12.51793098449707,9.267436981201172,12.11124038696289,247,False
49,49,3,2,0,2,I've,212.76,212.88,I,I,1,1.0,PRON,True,True,0.1200000000000045,6.201505661010742,1.775024712085724,8.42168140411377,4.42018735408783,3.8507890701293945,17.479597568511963,424,False
50,50,3,2,1,3,done,212.88,213.05,done,do,4,1.0,VERB,True,False,0.1700000000000159,3.802833080291748,5.208830833435059,9.304704666137695,3.600440740585327,6.651288032531738,5.383877754211426,128,False
51,51,3,2,2,4,a,213.05,213.11,a,a,1,1.0,DET,True,False,0.0600000000000022,2.180747032165528,0.0620333850383758,9.978126525878906,2.789264440536499,0.4526050686836242,3.582440137863159,153,False
52,52,3,2,3,5,few,213.11,213.28,few,few,3,1.0,ADJ,True,False,0.1699999999999875,4.32827091217041,5.528717041015625,11.412269592285156,4.3680524826049805,7.332131385803223,5.63889741897583,7,False
53,53,3,2,4,6,of,213.28,213.36,of,of,2,1.0,ADP,True,False,0.0800000000000125,2.779506206512451,2.141464233398437,12.312206268310549,3.0521976947784424,1.6279083490371704,5.363114356994629,138,False
54,54,3,2,5,7,these,213.36,213.51,these,these,5,1.0,PRON,True,False,0.1499999999999772,2.073141098022461,7.954334259033203,10.753536224365234,4.236535549163818,8.459308624267578,8.17035961151123,9,False
55,55,3,2,6,8,before,213.51,213.76,before,before,6,2.0,SCONJ,True,False,0.25,4.8907904624938965,8.222726821899414,11.578330993652344,8.909653663635254,6.700605392456055,8.24569320678711,7,False
56,56,3,2,7,9,they're,213.76,213.86,they,they,4,1.0,PRON,True,True,0.1000000000000227,10.667406797409058,4.4114720821380615,6.49286413192749,3.6154719591140743,4.691668391227722,18.795955181121823,46,False
57,57,3,2,8,10,not,213.86,214.03,not,not,3,1.0,PART,True,False,0.1699999999999875,4.030734062194824,1.904431939125061,8.049185752868652,2.390519380569458,3.018941879272461,9.17166519165039,28,False
58,58,3,2,9,11,too,214.03,214.17,too,too,3,1.0,ADV,True,False,0.1399999999999863,5.041978359222412,2.7579917907714844,9.814157485961914,5.463739395141602,2.875450611114502,8.713177680969238,18,False
59,59,3,2,10,12,bad.,214.17,214.66,bad,bad,3,1.0,ADJ,False,False,0.4900000000000091,4.009514391422272,7.527486592531204,5.1337504386901855,5.055283725261688,7.65751975774765,15.31611704826355,8,True
60,60,4,0,0,0,Yeah.,205.34,205.54,Yeah,yeah,4,1.0,INTJ,False,False,0.1999999999999886,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.20259523391724,247,True
61,61,4,1,0,1,"Yeah,",206.14,208.44,Yeah,yeah,4,1.0,INTJ,False,False,2.300000000000012,5.627402901649475,5.9116716384887695,6.7067389488220215,6.448698997497559,7.346555233001709,19.61177015304565,247,True
62,62,4,1,1,2,so,208.84,209.15,so,so,2,1.0,CCONJ,True,False,0.3100000000000023,5.08659553527832,4.294681549072266,13.01144027709961,4.658012390136719,6.113696575164795,6.658173084259033,150,False
63,63,4,1,2,3,this,209.15,209.28,this,this,4,1.0,PRON,True,False,0.1299999999999954,4.104130268096924,1.7783706188201904,7.447761058807373,5.001194000244141,4.397915840148926,7.208590984344482,31,False
64,64,4,1,3,4,will,209.28,209.37,will,will,4,1.0,AUX,True,False,0.0900000000000034,4.761775970458984,1.8015015125274656,11.838787078857422,5.370099067687988,2.284506559371948,6.534668922424316,9,False
65,65,4,1,4,5,be,209.37,209.64,be,be,2,1.0,AUX,True,False,0.2699999999999818,0.7646163105964661,3.1649439334869385,8.728204727172852,1.389695405960083,3.5884625911712646,1.957722783088684,259,False
66,66,4,1,5,6,an,209.64,209.86,an,an,2,1.0,DET,True,False,0.2200000000000272,3.5979299545288086,0.5589128136634827,8.317225456237793,4.214472770690918,1.4892632961273191,10.179391860961914,7,False
67,67,4,1,6,7,interesting,209.87,210.41,interesting,interesting,11,3.0,ADJ,False,False,0.539999999999992,2.1394619941711426,5.485403060913086,10.362834930419922,4.321701526641846,6.255040168762207,6.630436897277832,6,False
68,68,4,1,7,8,study.,210.41,211.45,study,study,5,2.0,NOUN,False,False,1.039999999999992,6.549956798553467,9.463878899812698,6.427011966705322,9.266676843166351,9.16391509771347,23.381505012512207,3,True
69,69,4,2,0,9,Mhm.,212.24,212.75,Mhm,Mhm,3,2.0,PROPN,False,False,0.5099999999999909,14.247051477432253,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783,41,True
70,70,4,3,0,10,I,213.24,213.28,I,I,1,1.0,PRON,True,False,0.039999999999992,2.5743236541748047,0.1418650448322296,5.526662826538086,2.4208805561065674,0.7254301905632019,2.685828685760498,424,False
71,71,4,3,1,11,don't,213.86,214.03,do,do,2,1.0,AUX,True,True,0.1699999999999875,2.6431853785179555,1.1496900208294392,5.2549662590026855,3.4959958193358034,1.602119691669941,14.756945610046388,128,False
72,72,4,3,2,12,know.,214.03,214.56,know,know,4,1.0,VERB,False,False,0.5300000000000011,1.7721124291419983,5.37959223985672,3.915345907211304,1.933386206626892,5.536381185054779,16.652249574661255,129,True
73,73,5,0,0,0,Is,216.34,216.41,Is,be,2,1.0,AUX,True,False,0.0699999999999931,5.18016242980957,0.9951716661453248,12.17417812347412,5.068358421325684,4.858526706695557,6.7990007400512695,259,False
74,74,5,0,1,1,this,216.41,216.57,this,this,4,1.0,PRON,True,False,0.1599999999999966,2.253856420516968,2.804720878601074,8.53386116027832,2.130288600921631,7.399209022521973,2.2015180587768555,31,False
75,75,5,0,2,2,your,216.57,216.7,your,your,4,1.0,PRON,True,False,0.1299999999999954,3.695282459259033,1.078901767730713,8.784518241882324,8.085930824279785,4.301143646240234,8.786513328552246,15,False
76,76,5,0,3,3,first,216.7,216.98,first,first,5,1.0,ADJ,True,False,0.2800000000000011,2.560807228088379,4.391181945800781,11.332759857177734,4.750854969024658,2.5669686794281006,7.76376485824585,6,False
77,77,5,0,4,4,time,216.98,217.19,time,time,4,1.0,NOUN,False,False,0.2100000000000079,1.5610532760620115,8.004496574401855,8.954573631286621,2.237710475921631,8.040384292602539,2.4360740184783936,23,False
78,78,5,0,5,5,doing?,217.19,217.75,doing,do,5,1.0,VERB,True,False,0.5600000000000023,12.246016025543211,7.3216142654418945,7.362466335296631,8.097536563873291,7.54331636428833,21.651944160461422,128,True
79,79,6,0,0,0,"Okay,",216.74,217.29,Okay,okay,4,2.0,INTJ,False,False,0.549999999999983,8.074175596237183,7.391571521759033,9.371764183044434,8.7565176486969,10.174342155456545,20.300275802612305,41,True
80,80,6,0,1,1,this,217.3,217.49,this,this,4,1.0,PRON,True,False,0.1899999999999977,4.587567329406738,1.475308895111084,10.12104320526123,4.252301692962647,2.611722707748413,5.078193664550781,31,False
81,81,6,0,2,2,is,217.49,217.58,is,be,2,1.0,AUX,True,False,0.0900000000000034,0.4091891050338745,1.7197455167770386,7.773662567138672,1.933562397956848,2.6399316787719727,1.3568789958953855,259,False
82,82,6,0,3,3,actually,217.58,217.82,actually,actually,8,2.0,ADV,False,False,0.2399999999999806,5.841651916503906,7.4272685050964355,13.009982109069824,5.773857593536377,8.40301513671875,7.239160060882568,20,False
83,83,6,0,4,4,my,217.82,217.91,my,my,2,1.0,PRON,True,False,0.0900000000000034,3.885983467102051,3.3984529972076416,10.131452560424805,6.971095561981201,3.951147794723511,8.13669204711914,71,False
84,84,6,0,5,5,first,217.91,218.21,first,first,5,1.0,ADJ,True,False,0.3000000000000113,2.235762596130371,3.801065444946289,13.089964866638184,4.310633182525635,5.279339790344238,6.655696868896484,6,False
85,85,6,0,6,6,one,218.21,218.54,one,one,3,1.0,NUM,True,False,0.3299999999999841,3.114243030548096,9.58167552947998,8.568339347839355,4.2236738204956055,8.809080123901367,5.241048812866211,23,False
86,86,6,1,0,7,so,218.54,219.33,so,so,2,1.0,ADV,True,False,0.7900000000000205,11.96717929840088,8.13924789428711,12.38764190673828,11.564873695373535,6.3381547927856445,11.990060806274414,150,False
87,87,6,1,1,8,uh,219.34,219.76,uh,uh,2,1.0,INTJ,False,False,0.4199999999999875,12.312230110168455,16.260711669921875,12.674041748046877,12.913484573364258,15.832134246826172,10.265289306640623,73,False
88,88,6,2,0,9,yeah,220.74,221.06,yeah,yeah,4,1.0,INTJ,False,False,0.3199999999999932,11.056341171264648,9.867582321166992,11.225059509277344,12.51793098449707,9.267436981201172,12.11124038696289,247,False
89,89,6,3,0,10,it's,221.07,221.2,it,it,2,1.0,PRON,True,True,0.1299999999999954,11.719634532928469,3.727323293685913,7.927857875823975,10.473461888730526,6.093993306159973,27.977245330810547,195,False
90,90,6,3,1,11,my,221.2,221.33,my,my,2,1.0,PRON,True,False,0.1300000000000238,5.317054748535156,2.3939130306243896,10.0882568359375,5.629054069519043,3.951147794723511,11.826329231262209,71,False
91,91,6,3,2,12,first,221.33,221.6,first,first,5,1.0,ADJ,True,False,0.2699999999999818,3.999898433685303,3.564203977584839,11.771589279174805,4.310633182525635,2.5669686794281006,6.655696868896484,6,False
92,92,6,3,3,13,time,221.6,221.76,time,time,4,1.0,NOUN,False,False,0.1599999999999966,2.2197980880737305,6.362686634063721,10.200520515441896,2.237710475921631,5.781810760498047,2.4360737800598145,23,False
93,93,6,3,4,14,doing,221.76,221.96,doing,do,5,1.0,VERB,True,False,0.200000000000017,6.002642154693604,7.379227161407471,10.932502746582031,6.837563514709473,9.48080348968506,8.550921440124512,128,False
94,94,6,3,5,15,yeah,221.96,222.18,yeah,yeah,4,1.0,INTJ,False,False,0.2199999999999988,11.349796295166016,11.952157974243164,13.664521217346191,11.475034713745115,13.082128524780272,11.529254913330078,247,False
95,95,6,3,6,16,chad,222.19,222.46,chad,chad,4,1.0,NOUN,False,False,0.2700000000000102,18.02382707595825,16.068509817123413,11.078537940979004,19.161211013793945,15.267556428909302,23.48365974426269,1,False
96,96,6,3,7,17,study,222.46,222.8,study,study,5,2.0,NOUN,False,False,0.3400000000000034,10.671527862548828,13.49475383758545,11.416136741638184,11.161941528320312,12.187860488891602,12.357884407043455,3,False
97,97,6,4,0,18,so,222.8,223.23,so,so,2,1.0,SCONJ,True,False,0.4299999999999784,11.967178344726562,4.5299177169799805,11.740655899047852,11.564873695373535,4.776763916015625,11.990060806274414,150,False
98,98,6,4,1,19,I,223.24,223.35,I,I,1,1.0,PRON,True,False,0.1099999999999852,2.2788281440734863,0.0139202438294887,7.433736801147461,2.781658172607422,0.1093826442956924,4.5878987312316895,424,False
99,99,6,4,2,20,guess,223.35,223.53,guess,guess,5,1.0,VERB,False,False,0.1800000000000068,4.754401683807373,6.940996170043945,12.027280807495115,4.24712610244751,6.734321117401123,3.0154123306274414,4,False
100,100,6,4,3,21,I,223.53,223.59,I,I,1,1.0,PRON,True,False,0.0600000000000022,1.6683478355407717,0.6129080057144165,5.9513773918151855,2.279404163360596,0.7254301905632019,0.0643798634409904,424,False
101,101,6,4,4,22,don't,223.59,223.86,do,do,2,1.0,AUX,True,True,0.2700000000000102,3.382538736797869,0.1792714595794677,3.628342866897583,3.4959958193358034,3.751014113426209,14.756945610046388,128,False
102,102,6,4,5,23,even,223.86,224.02,even,even,4,2.0,ADV,True,False,0.1599999999999966,3.712193489074707,3.273890733718872,10.509252548217772,4.246258735656738,4.279593467712402,3.739660024642944,9,False
103,103,6,4,6,24,know,224.02,224.13,know,know,4,1.0,VERB,False,False,0.1099999999999852,0.8453160524368286,3.5899529457092285,8.955415725708008,3.5137531757354736,4.595686435699463,4.914496421813965,129,False
104,104,6,4,7,25,when,224.13,224.26,when,when,4,1.0,SCONJ,True,False,0.1299999999999954,5.094714164733887,6.684517860412598,10.398036003112791,4.971460342407227,4.906922817230225,9.344405174255373,18,False
105,105,6,4,8,26,there,224.26,224.35,there,there,5,1.0,PRON,True,False,0.0900000000000034,5.144097328186035,4.0977983474731445,11.154956817626951,4.700305461883545,2.817103385925293,7.091070652008057,41,False
106,106,6,4,9,27,"are,",224.35,224.52,are,be,3,1.0,VERB,True,False,0.1700000000000159,6.613184452056885,7.418814092874527,6.841359615325928,2.358753204345703,8.58823013305664,13.956626892089844,259,True
107,107,6,4,10,28,so,224.58,224.97,so,so,2,1.0,CCONJ,True,False,0.3899999999999863,4.928368091583252,3.822013139724731,10.311637878417969,5.217154026031494,4.243646621704102,7.038967132568359,150,False
108,108,6,4,11,29,it's,224.97,225.09,it,it,2,1.0,PRON,True,True,0.1200000000000045,3.5998223423957825,2.362882256507873,6.211523532867432,3.7387405559420586,4.539918184280396,15.589488983154297,195,False
109,109,6,4,12,30,kind,225.09,225.26,kind,kind,4,1.0,ADV,False,False,0.1699999999999875,3.571351766586304,0.1691153943538665,13.500797271728516,4.936408042907715,3.225852727890014,9.228548049926758,42,False
110,110,6,4,13,31,of,225.26,225.33,of,of,2,1.0,ADV,True,False,0.0700000000000216,0.0029818618204444,4.380514621734619,6.619734287261963,0.0203420612961053,4.144660949707031,0.01563411206007,138,False
111,111,6,4,14,32,cool.,225.33,225.81,cool,cool,4,1.0,ADJ,False,False,0.4799999999999897,6.579990386962891,8.222391784191132,6.716616153717041,10.350637793540956,8.466141164302826,23.516611099243164,11,True
112,112,6,5,0,33,There,225.82,226.12,There,there,5,1.0,ADV,True,False,0.3000000000000113,4.563305854797363,1.1962225437164309,11.694629669189451,4.421529769897461,6.866207122802734,5.4927496910095215,41,False
113,113,6,5,1,34,we,226.12,226.18,we,we,2,1.0,PRON,True,False,0.0600000000000022,4.742120742797852,1.772265076637268,11.092853546142578,5.178194999694824,1.7996729612350464,8.141796112060547,114,False
114,114,6,5,2,35,go.,226.18,226.46,go,go,2,1.0,VERB,True,False,0.2800000000000011,0.1654163524508476,6.246028035879135,3.730448007583618,4.963360279798508,6.4145702719688416,19.01723289489746,74,True
115,115,7,0,0,0,Uh,226.44,226.49,Uh,uh,2,1.0,INTJ,False,False,0.0500000000000113,6.926295757293701,2.1833436489105225,10.11872673034668,8.499258041381836,0.4025932252407074,7.431540489196777,73,False
116,116,7,0,1,1,huh,226.49,227.06,huh,huh,3,1.0,INTJ,False,False,0.5699999999999932,4.2548017501831055,11.47014331817627,11.773320198059082,3.590351819992065,13.17429542541504,3.2201945781707764,36,False
117,117,7,0,2,2,yep,228.44,230.15,yep,yep,3,1.0,INTJ,False,False,1.710000000000008,14.005523681640623,17.46571946144104,11.590853691101074,18.22560858726501,17.944111347198486,21.97100257873535,7,False
118,118,7,0,3,3,not,231.64,231.96,not,not,3,1.0,PART,True,False,0.3200000000000216,9.540648460388184,1.90443217754364,9.363019943237305,8.355615615844727,3.018941879272461,5.138653755187988,28,False
119,119,7,0,4,4,too,231.96,232.12,too,too,3,1.0,ADV,True,False,0.1599999999999966,3.512564420700073,2.7579917907714844,10.593127250671388,5.463739395141602,2.875450611114502,8.713177680969238,18,False
120,120,7,0,5,5,bad.,232.12,232.88,bad,bad,3,1.0,ADJ,False,False,0.7599999999999909,3.375534415245056,7.527486592531204,5.148288249969482,5.055283725261688,7.65751975774765,15.31611704826355,8,True
121,121,8,0,0,0,Oh,227.34,228.2,Oh,oh,2,1.0,INTJ,False,False,0.8599999999999852,4.739510536193848,8.598176002502441,8.224092483520508,5.720973014831543,9.501965522766112,5.093222141265869,97,False
122,122,8,0,1,1,"excellent,",228.21,229.13,excellent,excellent,9,3.0,ADJ,False,False,0.9199999999999876,14.856570720672607,14.870667934417725,11.255032539367676,14.02611231803894,12.506662845611572,19.090291023254395,1,True
123,123,8,0,2,2,so,229.14,229.39,so,so,2,1.0,ADV,True,False,0.25,5.304657936096191,0.5465788841247559,9.444558143615724,4.3255720138549805,3.130178928375244,7.258589744567871,150,False
124,124,8,0,3,3,hard,229.39,229.55,hard,hard,4,1.0,ADJ,False,False,0.160000000000025,7.258913516998291,9.604494094848633,11.643625259399414,5.138556480407715,9.537283897399902,5.231548309326172,3,False
125,125,8,0,4,4,that,229.55,229.64,that,that,4,1.0,SCONJ,True,False,0.0899999999999749,5.697446823120117,2.6734514236450195,8.596827507019043,5.545092105865479,1.8884453773498533,4.99930477142334,144,False
126,126,8,0,5,5,we've,229.64,229.81,we,we,2,1.0,PRON,True,True,0.1700000000000159,6.548889875411987,3.0294982194900517,6.826992034912109,4.288347482681274,4.4287413358688354,19.879870891571045,114,False
127,127,8,0,6,6,been,229.81,229.94,been,be,4,1.0,AUX,True,False,0.1299999999999954,1.9382869005203247,4.623517990112305,9.793416976928713,1.971911072731018,4.3317155838012695,6.678068161010742,259,False
128,128,8,0,7,7,"going,",229.94,230.46,going,go,5,1.0,VERB,False,False,0.5200000000000102,8.236512660980225,9.479189991950989,7.394554138183594,5.623376786708832,10.153249263763428,17.543832778930664,74,True
